chr	start	end	TF	genic
chrXIV	500790	500791	Ace2	False
chrXII	370791	370792	Ace2	True
chrXII	370620	370621	Ace2	True
chrVII	576930	576931	Ace2	False
chrXIV	23797	23798	Ace2	False
chrV	141225	141226	Ace2	False
chrXII	370930	370931	Ace2	True
chrVII	443416	443417	Ace2	False
chrX	294472	294473	Ace2	False
chrXV	968197	968198	Ace2	True
chrXI	519053	519054	Ace2	False
chrXIV	759345	759346	Ace2	False
chrV	141205	141206	Ace2	False
chrIV	1490230	1490231	Ace2	True
chrII	555327	555328	Ace2	False
chrII	554965	554966	Ace2	False
chrIV	465322	465323	Ace2	True
chrXI	143337	143338	Ace2	False
chrX	120043	120044	Ace2	False
chrXI	429003	429004	Ace2	False
chrIV	357139	357140	Ace2	False
chrXI	258772	258773	Ace2	True
chrXV	770254	770255	Ace2	False
chrXV	987693	987694	Ace2	True
chrX	119536	119537	Ace2	False
chrXV	818539	818540	Ace2	False
chrV	409234	409235	Ace2	False
chrXIII	511001	511002	Ace2	True
chrXI	428782	428783	Ace2	False
chrIV	1080606	1080607	Ace2	False
chrVII	878424	878425	Ace2	False
chrI	68733	68734	Ace2	True
chrXIII	510961	510962	Ace2	True
chrXVI	432047	432048	Ace2	True
chrXV	978901	978902	Ace2	False
chrV	69185	69186	Ace2	True
chrXII	728308	728309	Ace2	False
chrXV	797152	797153	Ace2	False
chrXIV	500604	500605	Ace2	False
chrXV	619370	619371	Ace2	False
chrII	565025	565026	Ace2	False
chrXI	93827	93828	Ace2	False
chrXVI	645625	645626	Ace2	False
chrVII	323616	323617	Ace2	False
chrXIII	306708	306709	Ace2	False
chrXI	99849	99850	Ace2	False
chrXIII	253513	253514	Ace2	False
chrVII	443436	443437	Ace2	False
chrIX	338941	338942	Ace2	False
chrVII	433379	433380	Ace2	True
chrV	474689	474690	Ace2	True
chrV	85259	85260	Ace2	True
chrXIII	388441	388442	Ace2	True
chrII	408784	408785	Ace2	False
chrX	349518	349519	Ace2	False
chrIX	249254	249255	Ace2	False
chrIV	721952	721953	Ace2	False
chrXVI	503012	503013	Ace2	True
chrXIII	653702	653703	Ace2	False
chrXIII	756502	756503	Ace2	False
chrVII	557805	557806	Ace2	False
chrXIII	268056	268057	Ace2	False
chrXVI	67135	67136	Ace2	False
chrXI	67919	67920	Ace2	False
chrVIII	122356	122357	Ace2	False
chrI	141790	141791	Ace2	False
chrI	68457	68458	Ace2	False
chrXIV	352152	352153	Ace2	False
chrXV	908762	908763	Ace2	False
chrIV	449744	449745	Ace2	False
chrVII	484236	484237	Ace2	False
chrVII	67275	67276	Ace2	False
chrIV	1165068	1165069	Ace2	False
chrVII	433300	433301	Ace2	True
chrXV	424483	424484	Ace2	True
chrXVI	641371	641372	Ace2	False
chrV	461998	461999	Ace2	False
chrIV	531151	531152	Ace2	False
chrIII	78541	78542	Ace2	False
chrIII	163682	163683	Ace2	True
chrVII	584196	584197	Ace2	True
chrVIII	384891	384892	Ace2	False
chrVII	883139	883140	Acs2	True
chrXIII	268072	268073	Acs2	False
chrII	478256	478257	Acs2	True
chrVII	882696	882697	Acs2	False
chrXII	369885	369886	Acs2	True
chrVIII	452360	452361	Acs2	True
chrVII	481462	481463	Acs2	True
chrVII	883685	883686	Acs2	True
chrXIII	297647	297648	Acs2	False
chrXVI	701758	701759	Acs2	True
chrXI	326602	326603	Acs2	True
chrII	477809	477810	Acs2	True
chrVIII	451943	451944	Acs2	True
chrVIII	451520	451521	Acs2	True
chrXV	780617	780618	Acs2	False
chrX	140020	140021	Acs2	False
chrXIII	298106	298107	Acs2	False
chrXII	233636	233637	Acs2	True
chrVII	482446	482447	Acs2	True
chrXV	445598	445599	Acs2	True
chrX	454159	454160	Acs2	True
chrIV	1489587	1489588	Acs2	False
chrXV	445103	445104	Acs2	True
chrVIII	452710	452711	Acs2	False
chrX	73881	73882	Acs2	True
chrXIII	652397	652398	Acs2	False
chrXI	327088	327089	Acs2	True
chrXVI	281231	281232	Acs2	False
chrI	143045	143046	Acs2	True
chrV	61688	61689	Acs2	False
chrXIII	24128	24129	Acs2	True
chrXII	232809	232810	Acs2	True
chrXIII	24489	24490	Acs2	True
chrIII	137974	137975	Acs2	True
chrXIII	25604	25605	Acs2	True
chrXII	795004	795005	Acs2	False
chrVII	480781	480782	Acs2	True
chrXII	794409	794410	Acs2	False
chrI	72487	72488	Acs2	True
chrXII	198968	198969	Acs2	False
chrVIII	35470	35471	Acs2	True
chrXI	164117	164118	Acs2	True
chrIV	130284	130285	Acs2	False
chrIII	138728	138729	Acs2	True
chrXII	232478	232479	Acs2	True
chrXVI	700711	700712	Acs2	True
chrXV	160453	160454	Acs2	True
chrII	88148	88149	Acs2	False
chrVII	482716	482717	Acs2	False
chrX	228318	228319	Acs2	False
chrXIV	500494	500495	Acs2	False
chrXIV	89198	89199	Acs2	False
chrVII	311556	311557	Acs2	True
chrXVI	821935	821936	Acs2	False
chrV	322345	322346	Acs2	False
chrXII	233999	234000	Acs2	True
chrIII	177533	177534	Acs2	True
chrXVI	280864	280865	Acs2	True
chrXIII	297158	297159	Acs2	False
chrXV	780267	780268	Acs2	False
chrXVI	701139	701140	Acs2	True
chrII	88520	88521	Acs2	False
chrIV	580196	580197	Acs2	True
chrXII	283335	283336	Acs2	True
chrXV	159888	159889	Acs2	True
chrVII	311094	311095	Acs2	True
chrX	139669	139670	Acs2	False
chrXII	636976	636977	Acs2	True
chrXIV	89457	89458	Acs2	False
chrIX	255281	255282	Acs2	True
chrXII	199371	199372	Acs2	False
chrVII	439452	439453	Acs2	True
chrVIII	381771	381772	Acs2	False
chrX	663972	663973	Acs2	False
chrIV	579725	579726	Acs2	True
chrVII	311967	311968	Acs2	False
chrXII	369451	369452	Acs2	False
chrX	349167	349168	Acs2	True
chrVII	480257	480258	Acs2	True
chrXVI	405077	405078	Acs2	True
chrX	652262	652263	Acs2	True
chrX	139515	139516	Acs2	False
chrII	681662	681663	Acs2	False
chrXIV	585930	585931	Acs2	False
chrIII	138387	138388	Acs2	True
chrXVI	405439	405440	Acs2	True
chrIV	556129	556130	Acs2	True
chrXII	637441	637442	Acs2	True
chrVII	482047	482048	Acs2	True
chrIV	449734	449735	Acs2	False
chrXV	93640	93641	Acs2	True
chrXV	623177	623178	Acs2	True
chrXIV	500454	500455	Acs2	False
chrXII	806214	806215	Acs2	True
chrXV	832473	832474	Acs2	False
chrXIV	303106	303107	Acs2	True
chrXIII	499653	499654	Acs2	True
chrXIV	499979	499980	Acs2	True
chrIV	1403026	1403027	Acs2	False
chrXIII	652691	652692	Acs2	True
chrXV	1028491	1028492	Acs2	True
chrXII	838078	838079	Acs2	True
chrXII	838490	838491	Acs2	True
chrXII	283072	283073	Acs2	True
chrVII	479657	479658	Acs2	False
chrVII	366419	366420	Acs2	False
chrXII	233314	233315	Acs2	True
chrXII	838727	838728	Acs2	True
chrXII	499111	499112	Acs2	True
chrXIII	298655	298656	Acs2	False
chrVIII	504676	504677	Acs2	True
chrXVI	173352	173353	Acs2	True
chrXVI	303795	303796	Acs2	True
chrVII	609665	609666	Acs2	False
chrII	478936	478937	Acs2	True
chrXI	327352	327353	Acs2	True
chrXII	233126	233127	Acs2	True
chrII	235623	235624	Acs2	True
chrI	72127	72128	Acs2	True
chrXV	622202	622203	Acs2	True
chrXII	202245	202246	Acs2	True
chrVII	883449	883450	Acs2	True
chrXIII	24969	24970	Acs2	True
chrI	71966	71967	Acs2	True
chrX	74414	74415	Acs2	True
chrX	74254	74255	Acs2	True
chrXV	780767	780768	Acs2	False
chrXV	780117	780118	Acs2	True
chrVIII	382038	382039	Acs2	True
chrXVI	701321	701322	Acs2	True
chrX	74989	74990	Acs2	True
chrV	117833	117834	Acs2	False
chrVIII	411237	411238	Acs2	False
chrVIII	34920	34921	Acs2	False
chrXII	638359	638360	Acs2	True
chrIX	317152	317153	Acs2	True
chrI	72984	72985	Acs2	True
chrVII	346308	346309	Acs2	False
chrVIII	35860	35861	Acs2	True
chrXII	232279	232280	Acs2	False
chrVII	255014	255015	Acs2	True
chrXIII	24989	24990	Acs2	True
chrIV	541584	541585	Acs2	False
chrII	605089	605090	Acs2	True
chrVIII	34787	34788	Acs2	False
chrIX	317532	317533	Acs2	True
chrXII	202108	202109	Acs2	True
chrIV	1489254	1489255	Acs2	False
chrII	478722	478723	Acs2	True
chrXVI	377724	377725	Acs2	True
chrI	142689	142690	Acs2	True
chrVII	346169	346170	Acs2	True
chrXIV	716267	716268	Acs2	False
chrXII	838191	838192	Acs2	True
chrXII	639667	639668	Acs2	True
chrXVI	700851	700852	Acs2	True
chrV	86040	86041	Acs2	True
chrII	478682	478683	Acs2	True
chrVII	482007	482008	Acs2	True
chrXV	621009	621010	Acs2	True
chrXII	839137	839138	Acs2	True
chrVII	609804	609805	Acs2	False
chrV	424913	424914	Acs2	False
chrV	431224	431225	Acs2	False
chrXV	444824	444825	Acs2	True
chrV	363427	363428	Acs2	True
chrVII	648851	648852	Acs2	True
chrXII	837755	837756	Acs2	False
chrVII	481206	481207	Acs2	True
chrXI	432575	432576	Acs2	True
chrXIV	499939	499940	Acs2	True
chrX	228077	228078	Acs2	False
chrXIV	302932	302933	Acs2	True
chrXV	159406	159407	Acs2	True
chrVII	480277	480278	Acs2	True
chrIV	323135	323136	Acs2	False
chrI	73047	73048	Acs2	True
chrXIV	586239	586240	Acs2	False
chrXII	263730	263731	Acs2	True
chrXIII	25233	25234	Acs2	True
chrIII	107367	107368	Acs2	True
chrIV	488677	488678	Acs2	False
chrXII	639577	639578	Acs2	True
chrXI	38906	38907	Acs2	False
chrIV	541659	541660	Acs2	False
chrXIII	23872	23873	Acs2	False
chrXIV	89497	89498	Acs2	False
chrXI	284269	284270	Acs2	True
chrXVI	405419	405420	Acs2	True
chrVII	479958	479959	Acs2	True
chrVII	278566	278567	Acs2	False
chrIX	255720	255721	Acs2	True
chrV	305978	305979	Acs2	False
chrXV	159748	159749	Acs2	True
chrXV	93183	93184	Acs2	False
chrXII	839157	839158	Acs2	True
chrXI	578872	578873	Acs2	False
chrII	301103	301104	Acs2	True
chrXVI	56080	56081	Acs2	False
chrV	306963	306964	Acs2	True
chrXV	159728	159729	Acs2	True
chrVII	148275	148276	Acs2	True
chrII	592016	592017	Acs2	True
chrX	453864	453865	Acs2	True
chrIV	434206	434207	Acs2	False
chrIII	227898	227899	Acs2	False
chrVII	310940	310941	Acs2	False
chrIV	221677	221678	Acs2	False
chrII	479223	479224	Acs2	False
chrVI	83100	83101	Acs2	True
chrII	300334	300335	Acs2	True
chrX	228037	228038	Acs2	False
chrVIII	75492	75493	Acs2	True
chrXIV	229937	229938	Acs2	False
chrVII	277689	277690	Acs2	True
chrXV	93562	93563	Acs2	True
chrIV	44663	44664	Acs2	True
chrV	152125	152126	Acs2	False
chrIV	1239640	1239641	Acs2	True
chrV	311937	311938	Acs2	False
chrXIV	628907	628908	Acs2	False
chrVII	479297	479298	Acs2	False
chrXII	899303	899304	Acs2	False
chrV	86436	86437	Acs2	True
chrI	142325	142326	Acs2	True
chrVIII	116036	116037	Acs2	False
chrV	61292	61293	Acs2	False
chrXV	110359	110360	Acs2	True
chrX	663882	663883	Acs2	False
chrVII	254923	254924	Acs2	True
chrIII	114339	114340	Acs2	False
chrXIV	230475	230476	Acs2	False
chrXVI	701629	701630	Acs2	True
chrIV	915633	915634	Acs2	True
chrIV	449694	449695	Acs2	False
chrXV	81071	81072	Acs2	True
chrV	140236	140237	Acs2	False
chrVII	534206	534207	Acs2	True
chrV	85280	85281	Acs2	True
chrXIII	298377	298378	Acs2	True
chrXVI	136030	136031	Acs2	True
chrIII	114529	114530	Acs2	False
chrV	67265	67266	Acs2	False
chrVII	228066	228067	Acs2	True
chrX	76204	76205	Acs2	True
chrIX	325694	325695	Acs2	False
chrVIII	62713	62714	Acs2	False
chrXII	781281	781282	Acs2	True
chrXII	499272	499273	Acs2	True
chrV	100073	100074	Acs2	False
chrVII	439156	439157	Acs2	True
chrIX	174966	174967	Acs2	False
chrII	238407	238408	Acs2	False
chrV	225628	225629	Acs2	False
chrXVI	702173	702174	Acs2	True
chrXII	369948	369949	Acs2	True
chrXIII	25500	25501	Acs2	True
chrXIV	631770	631771	Acs2	False
chrII	88882	88883	Acs2	True
chrIV	359521	359522	Acs2	False
chrIV	472094	472095	Acs2	True
chrVIII	411427	411428	Acs2	True
chrIV	309906	309907	Acs2	True
chrIII	162669	162670	Acs2	True
chrXVI	819484	819485	Acs2	False
chrXII	794727	794728	Acs2	False
chrVII	254357	254358	Acs2	False
chrX	453501	453502	Acs2	False
chrXV	110339	110340	Acs2	True
chrXI	283472	283473	Acs2	True
chrVIII	35880	35881	Acs2	True
chrVIII	104930	104931	Acs2	True
chrV	139235	139236	Acs2	True
chrI	151630	151631	Acs2	False
chrXIV	63327	63328	Acs2	False
chrIII	123535	123536	Acs2	False
chrIII	107661	107662	Acs2	False
chrXII	253970	253971	Acs2	True
chrI	142305	142306	Acs2	True
chrII	168939	168940	Acs2	True
chrVII	739062	739063	Acs2	False
chrXI	431041	431042	Acs2	False
chrX	122048	122049	Acs2	False
chrXII	818567	818568	Acs2	False
chrVII	440668	440669	Acs2	False
chrV	122859	122860	Acs2	True
chrVII	556842	556843	Acs2	False
chrI	181104	181105	Acs2	False
chrV	362832	362833	Acs2	False
chrXII	201774	201775	Acs2	False
chrIV	1301737	1301738	Acs2	True
chrXI	313351	313352	Acs2	False
chrXV	620455	620456	Acs2	True
chrIX	97259	97260	Acs2	False
chrX	374352	374353	Acs2	False
chrVII	731104	731105	Acs2	False
chrXIII	298397	298398	Acs2	False
chrXV	446028	446029	Acs2	False
chrXVI	556100	556101	Acs2	False
chrXV	326731	326732	Acs2	False
chrIV	465381	465382	Acs2	True
chrIV	1403046	1403047	Acs2	False
chrXVI	136190	136191	Acs2	True
chrVII	1004151	1004152	Acs2	False
chrVI	180896	180897	Acs2	False
chrII	301405	301406	Acs2	False
chrXII	283744	283745	Acs2	False
chrXVI	718929	718930	Acs2	False
chrIX	336291	336292	Acs2	False
chrXIII	226575	226576	Acs2	True
chrXII	485643	485644	Acs2	True
chrXV	797151	797152	Acs2	False
chrXII	96207	96208	Acs2	True
chrV	122595	122596	Acs2	False
chrVII	497106	497107	Acs2	False
chrVII	439801	439802	Acs2	False
chrVIII	75163	75164	Acs2	False
chrXIV	374799	374800	Acs2	False
chrXIV	716286	716287	Acs2	False
chrI	72944	72945	Acs2	True
chrXII	348610	348611	Acs2	False
chrV	434476	434477	Acs2	False
chrVIII	212335	212336	Acs2	False
chrVIII	388840	388841	Acs2	False
chrII	680466	680467	Acs2	True
chrXVI	718755	718756	Acs2	False
chrXIII	667307	667308	Acs2	False
chrXII	95955	95956	Acs2	True
chrVII	534977	534978	Acs2	False
chrXIV	585612	585613	Acs2	False
chrVII	287271	287272	Acs2	False
chrIII	78537	78538	Acs2	False
chrXII	87042	87043	Acs2	False
chrVI	226635	226636	Acs2	False
chrXII	489296	489297	Acs2	True
chrVII	648561	648562	Acs2	True
chrXVI	769166	769167	Acs2	False
chrIV	222020	222021	Acs2	False
chrVI	84164	84165	Acs2	True
chrIX	256063	256064	Acs2	False
chrVIII	105515	105516	Acs2	False
chrXII	1002553	1002554	Acs2	False
chrXIII	420537	420538	Acs2	False
chrVII	412261	412262	Acs2	False
chrXVI	210139	210140	Acs2	False
chrXIV	96187	96188	Acs2	True
chrX	121462	121463	Acs2	True
chrVII	707057	707058	Acs2	False
chrX	121129	121130	Acs2	True
chrV	435681	435682	Acs2	False
chrXVI	560148	560149	Acs2	False
chrXII	96559	96560	Acs2	True
chrXII	472413	472414	Acs2	True
chrIV	230001	230002	Acs2	True
chrVI	84124	84125	Acs2	False
chrVII	110537	110538	Acs2	False
chrV	69206	69207	Acs2	True
chrVII	364754	364755	Acs2	True
chrXII	167883	167884	Acs2	False
chrXII	875312	875313	Acs2	False
chrXIV	252589	252590	Acs2	True
chrXVI	719245	719246	Acs2	False
chrXIII	253540	253541	Acs2	False
chrIX	324240	324241	Acs2	False
chrXIII	626457	626458	Acs2	False
chrXV	110889	110890	Acs2	False
chrV	492303	492304	Acs2	False
chrVI	210568	210569	Acs2	False
chrXV	1028827	1028828	Acs2	False
chrVII	878647	878648	Acs2	False
chrXV	576247	576248	Acs2	True
chrIX	25532	25533	Acs2	True
chrX	702364	702365	Acs2	True
chrXI	140932	140933	Acs2	False
chrIV	117454	117455	Acs2	False
chrXII	1018811	1018812	Acs2	True
chrII	45690	45691	Acs2	False
chrV	140725	140726	Acs2	True
chrVIII	237799	237800	Acs2	False
chrIII	78402	78403	Acs2	False
chrV	151948	151949	Acs2	False
chrXIV	252731	252732	Acs2	True
chrII	300557	300558	Acs2	True
chrXI	440029	440030	Acs2	False
chrVI	95690	95691	Acs2	False
chrX	639190	639191	Acs2	False
chrXIII	196028	196029	Acs2	False
chrIV	1243794	1243795	Acs2	True
chrIV	534098	534099	Acs2	True
chrII	593046	593047	Acs2	False
chrXV	576699	576700	Acs2	True
chrXII	481990	481991	Acs2	True
chrXI	513276	513277	Acs2	False
chrII	223256	223257	Acs2	True
chrXIII	124470	124471	Acs2	False
chrX	59044	59045	Acs2	False
chrXVI	732087	732088	Acs2	False
chrVII	364517	364518	Acs2	True
chrIV	534981	534982	Acs2	False
chrIV	44867	44868	Acs2	True
chrIV	1243484	1243485	Acs2	True
chrIV	13867	13868	Acs2	False
chrXIII	626306	626307	Acs2	False
chrIII	142645	142646	Acs2	False
chrXVI	731464	731465	Acs2	True
chrI	141789	141790	Ada2	False
chrIV	465323	465324	Ada2	True
chrV	141223	141224	Ada2	False
chrXII	97712	97713	Ada2	False
chrXV	619352	619353	Ada2	False
chrVII	883170	883171	Ada2	True
chrXI	519061	519062	Ada2	False
chrVIII	36029	36030	Ada2	False
chrV	69185	69186	Ada2	True
chrXII	369848	369849	Ada2	True
chrVII	915024	915025	Ada2	False
chrII	478347	478348	Ada2	True
chrX	703456	703457	Ada2	False
chrIV	132913	132914	Ada2	False
chrXII	370601	370602	Ada2	True
chrXVI	701280	701281	Ada2	True
chrXVI	701769	701770	Ada2	True
chrII	478803	478804	Ada2	True
chrVII	883550	883551	Ada2	True
chrXII	283277	283278	Ada2	True
chrXV	159758	159759	Ada2	True
chrXVI	645624	645625	Ada2	False
chrXI	326685	326686	Ada2	True
chrVII	483503	483504	Ada2	True
chrXIII	551534	551535	Ada2	False
chrXV	978812	978813	Ada2	False
chrVII	311005	311006	Ada2	True
chrXIV	619891	619892	Ada2	False
chrXIV	500443	500444	Ada2	False
chrXVI	700829	700830	Ada2	True
chrXV	797142	797143	Ada2	False
chrXI	327210	327211	Ada2	True
chrXII	499167	499168	Ada2	True
chrXI	258794	258795	Ada2	True
chrVIII	452010	452011	Ada2	True
chrII	477879	477880	Ada2	True
chrVIII	451539	451540	Ada2	True
chrXV	445309	445310	Ada2	True
chrX	139552	139553	Ada2	False
chrXII	233763	233764	Ada2	True
chrV	85277	85278	Ada2	True
chrX	140038	140039	Ada2	False
chrXV	444841	444842	Ada2	True
chrVII	726786	726787	Ada2	False
chrXV	160316	160317	Ada2	True
chrXII	370790	370791	Ada2	True
chrVII	482503	482504	Ada2	True
chrXIII	25529	25530	Ada2	True
chrXIV	87527	87528	Ada2	False
chrXII	199075	199076	Ada2	False
chrVIII	452590	452591	Ada2	True
chrXIV	89383	89384	Ada2	False
chrXII	233341	233342	Ada2	True
chrVII	480886	480887	Ada2	True
chrXIII	388447	388448	Ada2	True
chrXII	232473	232474	Ada2	True
chrI	72558	72559	Ada2	True
chrXV	904057	904058	Ada2	False
chrI	72027	72028	Ada2	True
chrVIII	35488	35489	Ada2	True
chrXII	368467	368468	Ada2	False
chrIV	1490233	1490234	Ada2	True
chrVII	772114	772115	Ada2	False
chrI	73057	73058	Ada2	True
chrX	73731	73732	Ada2	False
chrIII	138533	138534	Ada2	True
chrX	74230	74231	Ada2	True
chrXIII	652561	652562	Ada2	False
chrXII	838423	838424	Ada2	True
chrVII	483580	483581	Ada2	True
chrVII	481884	481885	Ada2	True
chrXV	780572	780573	Ada2	False
chrX	228104	228105	Ada2	False
chrXVI	405441	405442	Ada2	True
chrVIII	34901	34902	Ada2	False
chrXII	839012	839013	Ada2	True
chrIV	1489554	1489555	Ada2	False
chrVII	311433	311434	Ada2	True
chrXIV	303310	303311	Ada2	True
chrVII	371361	371362	Ada2	True
chrXVI	75129	75130	Ada2	False
chrXIII	25065	25066	Ada2	True
chrIII	78546	78547	Ada2	False
chrXV	94457	94458	Ada2	False
chrX	652347	652348	Ada2	True
chrXII	806548	806549	Ada2	True
chrX	454084	454085	Ada2	True
chrXV	1028379	1028380	Ada2	True
chrVII	557850	557851	Ada2	False
chrVI	221846	221847	Ada2	False
chrXII	202489	202490	Ada2	True
chrVII	480089	480090	Ada2	True
chrVII	882637	882638	Ada2	False
chrXII	794904	794905	Ada2	False
chrX	664064	664065	Ada2	True
chrXI	163794	163795	Ada2	True
chrXIII	500263	500264	Ada2	True
chrV	68217	68218	Ada2	True
chrXIV	499963	499964	Ada2	True
chrXVI	76467	76468	Ada2	False
chrIV	1080587	1080588	Ada2	False
chrXV	877914	877915	Ada2	False
chrIII	163650	163651	Ada2	True
chrVII	609794	609795	Ada2	False
chrXV	445639	445640	Ada2	True
chrVII	311829	311830	Ada2	True
chrXVI	281184	281185	Ada2	False
chrIV	579670	579671	Ada2	True
chrXV	780088	780089	Ada2	True
chrXIV	499634	499635	Ada2	False
chrXIII	298132	298133	Ada2	False
chrIV	580199	580200	Ada2	True
chrXIII	297157	297158	Ada2	False
chrII	169110	169111	Ada2	True
chrXII	282760	282761	Ada2	False
chrXV	93545	93546	Ada2	True
chrXIII	632140	632141	Ada2	False
chrX	75566	75567	Ada2	False
chrV	322349	322350	Ada2	False
chrIX	127875	127876	Ada2	False
chrII	681537	681538	Ada2	False
chrVII	255054	255055	Ada2	True
chrXV	83348	83349	Ada2	False
chrIV	44661	44662	Ada2	True
chrXII	202121	202122	Ada2	True
chrVII	884046	884047	Ada2	False
chrXVI	303768	303769	Ada2	True
chrXVI	303355	303356	Ada2	True
chrXIV	63304	63305	Ada2	False
chrV	85989	85990	Ada2	True
chrI	142790	142791	Ada2	True
chrXIII	297560	297561	Ada2	False
chrXIII	24340	24341	Ada2	True
chrXV	866841	866842	Ada2	False
chrXII	638197	638198	Ada2	True
chrIV	417062	417063	Ada2	False
chrXII	838115	838116	Ada2	True
chrXII	369448	369449	Ada2	False
chrXIII	24044	24045	Ada2	True
chrII	332531	332532	Ada2	False
chrXII	637291	637292	Ada2	True
chrXII	88333	88334	Ada2	False
chrIX	386736	386737	Ada2	False
chrIV	1359617	1359618	Ada2	False
chrXII	838686	838687	Ada2	True
chrVIII	75452	75453	Ada2	True
chrVII	310785	310786	Ada2	False
chrXII	87037	87038	Ada2	False
chrX	454381	454382	Ada2	True
chrXII	233063	233064	Ada2	True
chrXVI	67132	67133	Ada2	False
chrXIV	302892	302893	Ada2	True
chrXIV	576391	576392	Ada2	False
chrX	74501	74502	Ada2	True
chrXVI	794712	794713	Ada2	False
chrII	681087	681088	Ada2	False
chrIX	316378	316379	Ada2	False
chrIII	137383	137384	Ada2	False
chrXVI	404873	404874	Ada2	False
chrVIII	383021	383022	Ada2	False
chrVIII	452270	452271	Ada2	True
chrVII	278112	278113	Ada2	True
chrXV	780713	780714	Ada2	False
chrXIII	146170	146171	Ada2	False
chrXIII	124432	124433	Ada2	False
chrII	444856	444857	Ada2	False
chrII	605994	605995	Ada2	True
chrXVI	654028	654029	Ada2	False
chrXII	806099	806100	Ada2	True
chrXII	232811	232812	Ada2	True
chrV	52967	52968	Ada2	True
chrXIV	63736	63737	Ada2	True
chrIV	1468957	1468958	Ada2	False
chrVII	482226	482227	Ada2	True
chrXII	96771	96772	Ada2	True
chrIV	556168	556169	Ada2	True
chrI	142203	142204	Ada2	True
chrXVI	732015	732016	Ada2	False
chrXIV	575727	575728	Ada2	True
chrVIII	126108	126109	Ada2	False
chrV	140661	140662	Ada2	True
chrXIII	268056	268057	Ada2	False
chrIII	228913	228914	Ada2	False
chrVIII	381790	381791	Ada2	False
chrIX	255397	255398	Ada2	True
chrXII	932304	932305	Ada2	True
chrVII	149310	149311	Ada2	False
chrXV	216480	216481	Ada2	False
chrXIII	26201	26202	Ada2	True
chrVII	254353	254354	Ada2	False
chrII	415578	415579	Ada2	False
chrXVI	377608	377609	Ada2	True
chrXV	79931	79932	Ada2	False
chrXII	638944	638945	Ada2	True
chrXIII	306704	306705	Ada2	False
chrII	88339	88340	Ada2	False
chrXI	25008	25009	Ada2	False
chrVII	254655	254656	Ada2	True
chrVII	438631	438632	Ada2	False
chrXVI	679279	679280	Ada2	True
chrII	593089	593090	Ada2	False
